SubjectID	c_hap_f1.RT	c_hap_f2.RT	c_hap_f3.RT	c_hap_f4.RT	c_hap_f5.RT	c_hap_m1.RT	c_hap_m2.RT	c_hap_m3.RT	c_hap_m4.RT	c_hap_m5.RT	c_sad_f1.RT	c_sad_f2.RT	c_sad_f3.RT	c_sad_f4.RT	c_sad_f5.RT	c_sad_m1.RT	c_sad_m2.RT	c_sad_m3.RT	c_sad_m4.RT	c_sad_m5.RT	i_hap_f1.RT	i_hap_f2.RT	i_hap_f3.RT	i_hap_f4.RT	i_hap_f5.RT	i_hap_m1.RT	i_hap_m2.RT	i_hap_m3.RT	i_hap_m4.RT	i_hap_m5.RT	i_sad_f1.RT	i_sad_f2.RT	i_sad_f3.RT	i_sad_f4.RT	i_sad_f5.RT	i_sad_m1.RT	i_sad_m2.RT	i_sad_m3.RT	i_sad_m4.RT	i_sad_m5.RT	c_hap_f1.ACC	c_hap_f2.ACC	c_hap_f3.ACC	c_hap_f4.ACC	c_hap_f5.ACC	c_hap_m1.ACC	c_hap_m2.ACC	c_hap_m3.ACC	c_hap_m4.ACC	c_hap_m5.ACC	c_sad_f1.ACC	c_sad_f2.ACC	c_sad_f3.ACC	c_sad_f4.ACC	c_sad_f5.ACC	c_sad_m1.ACC	c_sad_m2.ACC	c_sad_m3.ACC	c_sad_m4.ACC	c_sad_m5.ACC	i_hap_f1.ACC	i_hap_f2.ACC	i_hap_f3.ACC	i_hap_f4.ACC	i_hap_f5.ACC	i_hap_m1.ACC	i_hap_m2.ACC	i_hap_m3.ACC	i_hap_m4.ACC	i_hap_m5.ACC	i_sad_f1.ACC	i_sad_f2.ACC	i_sad_f3.ACC	i_sad_f4.ACC	i_sad_f5.ACC	i_sad_m1.ACC	i_sad_m2.ACC	i_sad_m3.ACC	i_sad_m4.ACC	i_sad_m5.ACC	c_hap_f1.nTrial	c_hap_f2.nTrial	c_hap_f3.nTrial	c_hap_f4.nTrial	c_hap_f5.nTrial	c_hap_m1.nTrial	c_hap_m2.nTrial	c_hap_m3.nTrial	c_hap_m4.nTrial	c_hap_m5.nTrial	c_sad_f1.nTrial	c_sad_f2.nTrial	c_sad_f3.nTrial	c_sad_f4.nTrial	c_sad_f5.nTrial	c_sad_m1.nTrial	c_sad_m2.nTrial	c_sad_m3.nTrial	c_sad_m4.nTrial	c_sad_m5.nTrial	i_hap_f1.nTrial	i_hap_f2.nTrial	i_hap_f3.nTrial	i_hap_f4.nTrial	i_hap_f5.nTrial	i_hap_m1.nTrial	i_hap_m2.nTrial	i_hap_m3.nTrial	i_hap_m4.nTrial	i_hap_m5.nTrial	i_sad_f1.nTrial	i_sad_f2.nTrial	i_sad_f3.nTrial	i_sad_f4.nTrial	i_sad_f5.nTrial	i_sad_m1.nTrial	i_sad_m2.nTrial	i_sad_m3.nTrial	i_sad_m4.nTrial	i_sad_m5.nTrial	
12139	572	627.67	587	588.33	597	654.33	601.33	677.67	616	553.5	655.33	592	589.33	686	675.67	563.5	695.33	698	662	598	626.33	631.33	636.75	628.67	691.5	654	711.33	605.33	745	684.5	694	606.67	541.67	511	666.5	703.67	600.33	605	628.33	641.33	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	0.66667	0.66667	1	1	1	0.66667	0.33333	1	1	0.66667	0.66667	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12140	500	505	441	498	500	506.67	549	542.67	492.33	534	595	522	476.67	486	700	532.67	552.67	474	592.5	497.33	521.33	488.5	489.33	522	527.5	588.33	566.67	600.67	529	592.5	NaN	594.33	523	722	580	671.33	546	558	477	552.5	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	0.66667	0.33333	1	1	1	0.66667	1	1	0.66667	0.75	1	0.66667	1	1	1	1	0.66667	0	1	1	0.33333	0.33333	1	1	1	0.66667	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12143	578	464.5	560	468.67	593.5	567.67	556	553	462.5	438	508	469.33	493	504.5	434	445	611	550.33	536	479.67	548.67	576.33	528	416	358	464.33	612.33	424.33	437	627.5	628.5	546.67	486	472.5	415	517	548.33	562.5	461.5	469.33	1	0.66667	0.66667	1	0.66667	1	1	1	0.66667	1	1	1	1	0.66667	0.66667	0.66667	1	1	1	1	1	1	0.75	0.66667	0.33333	1	1	1	1	0.66667	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12148	662.67	670	579.5	579.33	601	596.5	688.33	731.5	610.33	529	611	549.67	585	592	648.5	592.67	557.67	514.33	564	564.67	540	602.67	697.75	621	646	703.33	NaN	689.33	752	682.5	835	740.5	653	766.5	641.5	606.5	618	656.67	611.67	572.67	1	1	0.66667	1	1	0.66667	1	0.66667	1	0.66667	1	1	1	0.66667	0.66667	1	1	1	0.66667	1	0.66667	1	1	0.33333	0.66667	1	0	1	0.66667	0.66667	0.66667	0.66667	1	0.66667	0.66667	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12151	528	660.67	476	653	513.33	515.33	553	518	620.67	492	588.67	611.67	485.67	550.5	692.33	587	595.67	618.33	552.33	522.33	601	618.67	523.75	539	722	516	789.5	739	634.33	540.33	559	570	574	646.5	737.5	625.67	573.5	648	591	561.67	0.66667	1	0.33333	1	1	1	1	0.66667	1	0.33333	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	0.66667	0.33333	0.66667	0.66667	1	1	1	1	1	0.66667	0.66667	1	0.66667	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12154	554.67	474	576	512.67	543.33	438	505	508	525.5	490.5	595.33	576.33	560.33	528.33	544	595	550.67	495.67	605	595.67	598	458.67	542	526.67	549	561	669	511	517.67	604	634.33	593	603.67	627.67	596	647.33	586.33	530.33	624	626.67	1	1	0.66667	1	1	0.66667	1	1	0.66667	0.66667	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	0.66667	0.66667	0.66667	1	1	1	1	1	1	1	0.66667	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12155	689.67	603	596	489.67	577	590	666.5	572.33	618.67	500	592.33	581.5	581.33	722.33	634.67	645	645.67	566	610	670.33	593	607	637	614.67	599.5	655	603	613	552.33	758.67	580	550	562.5	593.5	723	652	587.67	623	679.33	582.5	1	1	0.66667	1	0.66667	1	0.66667	1	1	0.66667	1	0.66667	1	1	1	0.33333	1	1	1	1	0.66667	1	0.75	1	0.66667	0.66667	0.66667	1	1	1	0.66667	0.66667	0.66667	0.66667	1	1	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12156	563.5	591	621.5	520.33	554.33	524	476	609	578.67	574.5	592	604.33	546	576	540	512	573.67	540	525.33	653.67	644	641	552.33	647	593	676	528	608.67	584.5	556.5	546	556.5	552	627	561.67	540.33	583.5	588.67	607.33	470	0.66667	1	0.66667	1	1	0.66667	0.66667	0.66667	1	0.66667	0.66667	1	1	1	0.66667	0.66667	1	1	1	1	1	1	0.75	0.66667	0.66667	1	0.33333	1	0.66667	0.66667	0.33333	0.66667	1	1	1	1	0.66667	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12157	580	543.5	670.5	546	502	483.5	594	511.5	668	561	475.67	540.33	478	568.33	552.67	475	573	581	494.33	548.67	636.5	681	494.75	551	574.5	487.5	656.33	639.67	613.33	595	674	542.5	435	560.33	585.33	508.5	654.67	636.67	489.67	473.5	1	0.66667	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	0.33333	1	1	1	1	1	0.66667	1	1	1	1	0.66667	0.66667	1	0.66667	0.66667	0.66667	1	1	1	0.33333	0.66667	0.66667	0.33333	1	1	0.66667	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12158	730	615	620	596.5	679.67	638	733.33	702	594	NaN	NaN	NaN	838	NaN	NaN	NaN	NaN	871	869	862	723	583.5	722.25	758.33	832	610	820	694.5	643.33	611	NaN	859.5	667	NaN	976	890.5	973	688	947	NaN	1	1	0.33333	0.66667	1	0.66667	1	0.33333	0.66667	0	0	0	0.66667	0	0	0	0	0.66667	0.66667	0.33333	1	0.66667	1	1	0.66667	1	0.33333	0.66667	1	0.33333	0	0.66667	0.66667	0	0.33333	0.66667	0.33333	0.33333	0.33333	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12160	495	525.33	438.5	497.67	515.33	503	495	498.5	534.5	443	469.67	498	478.33	531	501	500	540	517.67	550	536.33	514.67	507	625.25	562.5	518	566.5	678	556.67	561	457.67	717	533.33	528	514.5	487	538.5	500.67	562	576	564.33	1	1	0.66667	1	1	1	1	0.66667	0.66667	0.66667	1	1	1	1	1	1	1	1	0.66667	1	1	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	1	1	0.33333	1	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12161	791	587.5	NaN	576	668	783	806	784	494	846	897	NaN	746.5	852	710	669	787	795.5	648	NaN	659	772	854	598	NaN	694	696	624	818	637	NaN	501	957	787.5	761	778	811	468	622	623.5	0.33333	0.66667	0	0.66667	0.66667	0.33333	0.66667	0.33333	0.66667	0.33333	0.33333	0	0.66667	0.66667	0.66667	0.66667	0.66667	0.66667	0.33333	0	0.66667	0.33333	0.75	0.66667	0	0.66667	0.66667	0.33333	0.33333	0.33333	0	0.33333	0.33333	0.66667	0.33333	0.33333	0.66667	0.33333	0.33333	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12162	484.67	515.33	512	540.67	548.33	600	563	570.67	507.67	433	511	558.33	525.67	551	554.5	602	450	471.67	514.33	487.33	NaN	NaN	NaN	513	452	NaN	NaN	NaN	342	NaN	NaN	691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	637	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	0.33333	1	1	1	0	0	0	0.33333	0.33333	0	0	0	0.33333	0	0	0.33333	0	0	0	0	0	0	0	0.33333	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12163	466.67	435	407	400	540.67	430.33	439	570	468	490	425	452.67	461.33	537	500.5	502	530.33	450.5	475.5	452.67	468.33	418.67	479	413.67	512	530.67	667	468.33	532	470.5	549.5	568.33	511.33	447	612.33	523.67	492.33	438.67	421.67	497.33	1	1	0.33333	0.66667	1	1	1	1	1	0.66667	0.33333	1	1	1	0.66667	1	1	0.66667	0.66667	1	1	1	1	1	0.66667	1	0.33333	1	0.66667	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12170	535	532.67	470	504	465.33	469	478.33	505	459.67	512.5	488.33	514.33	455.33	548.33	515.33	589	562.5	536.33	483	477	596.33	503.33	503	429.33	496.5	452.5	427.5	552	635.33	419.5	510.67	545.67	504.33	571.67	583	532.33	547.67	538.67	496.67	547	1	1	0.66667	1	1	0.66667	1	0.66667	1	0.66667	1	1	1	1	1	0.33333	0.66667	1	1	1	1	1	1	1	0.66667	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12171	560.33	518	523	550.67	426.33	528	748	619.5	484	543.5	550	490.33	496.33	574	493.33	562	474.67	616.33	538	475	558	546.33	532	541	632	613	523	560.5	570.33	512	635.33	507	477	655	573.33	581	516	512	542.5	534.33	1	1	0.66667	1	1	1	0.33333	0.66667	1	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	1	0.33333	1	0.66667	0.66667	1	0.66667	1	1	0.66667	0.33333	1	0.66667	1	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12172	565.33	655.33	581	526.67	616.67	648.33	717	733.33	539.33	628.5	664.67	696.33	575.67	705	670.67	706.5	693.67	672.5	754	636	650	544.5	554.67	666	569.5	636.33	NaN	656.67	510.5	563.5	764	771.5	674.5	629	679.67	651	617	692.5	704.67	710.5	1	1	0.33333	1	1	1	0.66667	1	1	0.66667	1	1	1	0.33333	1	0.66667	1	0.66667	0.66667	1	1	0.66667	0.75	1	0.66667	1	0	1	0.66667	0.66667	0.33333	0.66667	0.66667	0.66667	1	0.33333	0.66667	0.66667	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12174	617.67	503	464	521.67	558.33	578.33	599	623	486.67	594.5	610.33	546	547.67	507.33	666.67	687.33	452.67	515	494.67	502.33	642.67	534.67	581	645	549.67	658	690	611	558	664.5	734	608.5	534.67	588.67	662.5	463.33	538	484	550.67	600.33	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	1	1	1	0.75	0.66667	1	0.66667	0.66667	1	0.33333	0.66667	0.33333	0.66667	1	1	0.66667	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12175	449	571	426	360.67	469.67	469.67	520.5	430.33	449.33	490	488	532	406.5	585	453.67	545	449.67	514.33	458.67	482.33	609.33	507.33	455	486	427	540.33	505	492	514	496	626	618	495.33	449.5	565	413.5	505	476.33	447	429	1	1	0.66667	1	1	1	0.66667	1	1	0.33333	1	1	0.66667	1	1	0.33333	1	1	1	1	1	1	0.75	1	0.66667	1	0.66667	0.33333	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12176	453.67	526.67	523	390.67	430.33	544.33	625.67	383.33	507.67	450	459	470.33	522.33	516	531.33	468	585.33	530.33	538.5	512	520	508	568.5	508.33	499.5	430.5	517.33	474	483	416	578	565.5	536.67	467	518.33	552.5	565.33	645.67	509	535	1	1	0.66667	1	1	1	1	1	1	0.33333	0.66667	1	1	0.66667	1	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	0.66667	1	1	1	0.66667	0.66667	0.66667	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12177	503	487.67	430.5	510.67	454.67	589	527.67	470	430.67	392.5	500.33	472.33	462	579	447.67	541.33	511.67	485.67	460.33	416.67	488.33	455.67	505	446.33	414	542	515	484.67	538.67	546	606.5	502	500	524	562	526.67	464	538.33	498	486.67	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.66667	1	1	1	1	0.33333	0.66667	1	1	0.33333	1	1	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12178	419	532.5	508	497	514.67	547.33	566.33	590.33	500.67	518	553.67	578.67	505.33	586	577	542.33	637.5	522.5	646	669.33	650.67	482.5	561	611	571	679.67	739.5	598.5	588	613.5	727	646.67	580.33	686.67	674.67	504	606	595.67	647	588.33	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	1	0.66667	0.66667	0.66667	1	1	0.66667	1	0.66667	0.66667	1	0.66667	0.66667	0.66667	0.66667	0.66667	1	1	1	1	0.33333	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12179	606.33	588	493.5	484.33	561.33	586.33	642.33	556.33	597.33	535	533.67	551.67	579.33	582.33	743.5	590	491.67	643.67	586.33	588	647	453	468.5	604.67	617.5	554.33	677	644	518	400	569	528.5	547.67	528.5	513.67	550.5	611.67	613.33	582.33	497.67	1	1	0.66667	1	1	1	1	1	1	0.33333	1	1	1	1	0.66667	0.66667	1	1	1	0.66667	1	1	1	1	0.66667	1	0.66667	1	0.33333	0.33333	0.66667	0.66667	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12180	453.67	434.33	297	415.33	386.67	384.67	413.67	366.5	389.67	410.5	477	397.33	469.67	403	480	466.33	447	417.5	440.5	480.33	387.5	378.67	397.5	429.33	327	411.67	384	321.67	374.67	449.5	472.5	421	407.67	454.5	459	385.33	476	410	428	419.5	1	1	0.33333	1	1	1	1	0.66667	1	0.66667	1	1	1	0.66667	0.66667	1	1	0.66667	0.66667	1	0.66667	1	1	1	0.33333	1	0.33333	1	1	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12181	563.67	518.33	580	557	617.33	559	655	742.5	588.5	584	552	703.67	463.33	621.33	413.5	522	697.5	559.33	650.33	636	557.5	506	515	577	534.5	578.33	769.33	612	593	575	615.5	558.33	577.67	548.5	606.67	774.5	536.33	701	614.67	571	1	1	0.66667	0.66667	1	1	0.66667	0.66667	0.66667	0.66667	1	1	1	1	0.66667	0.33333	0.66667	1	1	1	0.66667	0.66667	1	0.66667	0.66667	1	1	0.66667	1	0.33333	0.66667	1	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12184	655	633.67	682	546.67	619.67	562.33	713.33	563.33	427	505	721.33	635.33	487	628.5	603.5	576	657	486	677.5	641	635	643	566.25	661.67	542	694.67	512.5	532	529.67	493	615.5	642.33	670	657	598	817	599.67	583.67	555.5	702	1	1	0.66667	1	1	1	1	1	0.33333	0.66667	1	1	1	0.66667	0.66667	0.66667	1	1	0.66667	1	0.66667	0.66667	1	1	0.66667	1	0.66667	1	1	0.33333	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12186	538.67	513	516	571	532.5	572	547	501	526.67	494.5	519	547.33	545	696.5	581.67	580.5	639.67	573.33	574	518.33	542	601	570	465.67	563	517.33	543	569.67	638.33	545	695	465.5	669	533	506	549.5	602.33	605	465.33	599	1	1	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	0.66667	0.66667	0.66667	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12187	606.33	456	609.5	500	469	552	619.67	644	484.33	597	523.33	558	483.33	626.33	728	618	663	583	542.33	566	513	541.33	562	518.33	536.5	610.33	780.5	494	520	669	750	567	570.67	521.5	659.67	546	651.33	542.67	621.67	648.67	1	0.66667	0.66667	1	1	1	1	0.66667	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	0.66667	1	0.5	1	0.66667	1	0.66667	1	0.33333	1	0.66667	0.66667	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12188	595.33	570	513.5	480.67	552	553	557.5	571.67	602.33	648.5	560.33	579.33	556.67	714	675	570	591.33	558	688.33	548.67	623.33	467	540.33	450.5	419	490.33	568	671.33	529.33	588	652.5	609.67	602.33	577	598.5	526.5	602.33	552.67	655	638.67	1	1	0.66667	1	1	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	1	1	1	0.75	0.66667	0.33333	1	0.66667	1	1	0.33333	0.66667	1	1	1	0.66667	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12189	476.33	600.33	510.5	561	555.67	587.5	552.33	650	502.33	695	614	606	562	496	603	549	529	521	522.33	467.5	560.67	573.5	487	606.5	520	637	634	470	613.67	586	NaN	653	569.33	583.5	531.5	600.5	593	643.5	532.33	517.67	1	1	0.66667	0.66667	1	0.66667	1	1	1	0.33333	0.66667	0.66667	1	0.66667	1	1	1	1	1	0.66667	1	0.66667	0.5	0.66667	0.66667	1	0.66667	0.66667	1	0.66667	0	0.66667	1	0.66667	0.66667	0.66667	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12191	574.67	553	521	478.33	415.5	465.67	473	427	508.67	564.5	521.67	500.67	446.67	551	426.5	581	505.67	487.67	588.67	584.67	565	622	454.25	583	475	485.67	529.67	426.5	473.5	490.5	596	571.5	576.33	506	537.33	596	520.5	650.5	610	482.33	1	0.66667	0.66667	1	0.66667	1	1	0.66667	1	0.66667	1	1	1	1	0.66667	0.66667	1	1	1	1	0.33333	0.33333	1	1	0.33333	1	1	0.66667	0.66667	0.66667	0.66667	0.66667	1	1	1	0.33333	0.66667	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12193	NaN	NaN	NaN	NaN	NaN	NaN	559	NaN	482	462	480	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	504	NaN	464	NaN	NaN	NaN	NaN	NaN	385	NaN	NaN	NaN	471	525	0	0	0	0	0	0	0.33333	0	0.33333	0.33333	0.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33333	0	0.33333	0	0	0	0	0	0.33333	0	0	0	0.33333	0.33333	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12197	579.33	650.67	646.5	551.33	518.33	659.33	654	492.5	409.67	449.5	504.5	594.67	664.33	719	530.5	818	568	654	543.5	580.67	522	549	617.5	527	502.5	654.67	589.33	505.33	569	508	869	540.5	711.5	713.5	568.33	793	577.33	634.5	628	613.67	1	1	0.66667	1	1	1	1	0.66667	1	0.66667	0.66667	1	1	0.66667	0.66667	0.33333	0.66667	1	0.66667	1	0.66667	1	0.5	1	0.66667	1	1	1	1	0.66667	0.33333	0.66667	0.66667	0.66667	1	0.33333	1	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12199	525.5	690.67	493.5	531	484	558.33	568	582.5	538.67	466.5	701.33	534.33	568.33	748	684.33	599.33	602	567	537	492.33	699	579.33	550.5	511.5	518	615	718.5	574.67	641.33	759	571	731.33	536	645	648.5	621	709	614.5	590	650.67	0.66667	1	0.66667	1	1	1	0.66667	0.66667	1	0.66667	1	1	1	0.33333	1	1	0.66667	1	1	1	1	1	1	0.66667	0.66667	1	0.66667	1	1	0.33333	0.33333	1	0.66667	0.33333	0.66667	0.66667	0.33333	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12205	588.67	555.67	636	551.33	488	490.33	528.5	615.67	461.33	513.5	659.33	597	511.67	638.33	596	591.33	578	556	590.67	532.67	556	609.33	469.5	445.5	518	533.33	675.33	523	650	543	NaN	553.5	610.67	593	598.33	657.5	623.5	604	545.67	637	1	1	0.33333	1	1	1	0.66667	1	1	0.66667	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.66667	0.66667	1	1	1	0.66667	0.66667	0	0.66667	1	1	1	0.66667	0.66667	0.66667	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12207	451.67	482.5	485.5	400.33	466	487.67	487	494	449	518	568.67	586	501.67	544.33	517.67	571.33	538.67	514	568	559	556	436.33	451	393.33	479.5	502	702.5	523	497	444	613	579.33	686	592.33	493.67	522.67	602.33	680	598.33	517.67	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	1	1	1	0.75	1	0.66667	0.66667	0.66667	1	1	0.33333	1	1	1	1	1	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12208	546	497.67	697.5	434	472	586.5	482.5	537.33	514.67	486	484	515	522	515	516	548.67	541	522.33	551	517.67	616.5	510	452	473.67	653	552.33	580.33	485.67	634.33	536.5	589.5	535.5	534	629.67	521	545	547.67	571.5	475.67	434.5	1	1	0.66667	1	1	0.66667	0.66667	1	1	0.66667	1	1	1	0.66667	0.66667	1	1	1	1	1	0.66667	1	0.75	1	0.66667	1	1	1	1	0.66667	0.66667	0.66667	1	1	0.66667	0.66667	1	0.66667	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
