SubjectID	c_hap_f1.RT	c_hap_f2.RT	c_hap_f3.RT	c_hap_f4.RT	c_hap_f5.RT	c_hap_m1.RT	c_hap_m2.RT	c_hap_m3.RT	c_hap_m4.RT	c_hap_m5.RT	c_sad_f1.RT	c_sad_f2.RT	c_sad_f3.RT	c_sad_f4.RT	c_sad_f5.RT	c_sad_m1.RT	c_sad_m2.RT	c_sad_m3.RT	c_sad_m4.RT	c_sad_m5.RT	i_hap_f1.RT	i_hap_f2.RT	i_hap_f3.RT	i_hap_f4.RT	i_hap_f5.RT	i_hap_m1.RT	i_hap_m2.RT	i_hap_m3.RT	i_hap_m4.RT	i_hap_m5.RT	i_sad_f1.RT	i_sad_f2.RT	i_sad_f3.RT	i_sad_f4.RT	i_sad_f5.RT	i_sad_m1.RT	i_sad_m2.RT	i_sad_m3.RT	i_sad_m4.RT	i_sad_m5.RT	c_hap_f1.ACC	c_hap_f2.ACC	c_hap_f3.ACC	c_hap_f4.ACC	c_hap_f5.ACC	c_hap_m1.ACC	c_hap_m2.ACC	c_hap_m3.ACC	c_hap_m4.ACC	c_hap_m5.ACC	c_sad_f1.ACC	c_sad_f2.ACC	c_sad_f3.ACC	c_sad_f4.ACC	c_sad_f5.ACC	c_sad_m1.ACC	c_sad_m2.ACC	c_sad_m3.ACC	c_sad_m4.ACC	c_sad_m5.ACC	i_hap_f1.ACC	i_hap_f2.ACC	i_hap_f3.ACC	i_hap_f4.ACC	i_hap_f5.ACC	i_hap_m1.ACC	i_hap_m2.ACC	i_hap_m3.ACC	i_hap_m4.ACC	i_hap_m5.ACC	i_sad_f1.ACC	i_sad_f2.ACC	i_sad_f3.ACC	i_sad_f4.ACC	i_sad_f5.ACC	i_sad_m1.ACC	i_sad_m2.ACC	i_sad_m3.ACC	i_sad_m4.ACC	i_sad_m5.ACC	c_hap_f1.nTrial	c_hap_f2.nTrial	c_hap_f3.nTrial	c_hap_f4.nTrial	c_hap_f5.nTrial	c_hap_m1.nTrial	c_hap_m2.nTrial	c_hap_m3.nTrial	c_hap_m4.nTrial	c_hap_m5.nTrial	c_sad_f1.nTrial	c_sad_f2.nTrial	c_sad_f3.nTrial	c_sad_f4.nTrial	c_sad_f5.nTrial	c_sad_m1.nTrial	c_sad_m2.nTrial	c_sad_m3.nTrial	c_sad_m4.nTrial	c_sad_m5.nTrial	i_hap_f1.nTrial	i_hap_f2.nTrial	i_hap_f3.nTrial	i_hap_f4.nTrial	i_hap_f5.nTrial	i_hap_m1.nTrial	i_hap_m2.nTrial	i_hap_m3.nTrial	i_hap_m4.nTrial	i_hap_m5.nTrial	i_sad_f1.nTrial	i_sad_f2.nTrial	i_sad_f3.nTrial	i_sad_f4.nTrial	i_sad_f5.nTrial	i_sad_m1.nTrial	i_sad_m2.nTrial	i_sad_m3.nTrial	i_sad_m4.nTrial	i_sad_m5.nTrial	
12209	521	514.67	629	508	528.33	564.67	646	609	545.33	538	471.67	579	499.33	760.5	580.33	540.5	514	514.67	606	554	628	680	616.5	638	472.5	586.67	730.5	588.67	579.67	585.67	615	584.67	598.67	541.67	584	515	594.5	470	555.67	553	0.66667	1	0.33333	1	1	1	1	1	1	0.66667	1	1	1	0.66667	1	0.66667	0.66667	1	1	0.66667	0.66667	0.66667	1	1	0.66667	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	0.33333	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12210	535	587	746	503	545	510	649.67	490.33	542.33	456.5	589.67	584	532.67	575.5	689.33	612.67	638.67	539.33	602.33	625.5	535.67	501.67	583.5	513.33	476	508.67	754	486.33	556.67	531.5	NaN	620	553.67	674	595.67	570.33	613.67	580.33	676.67	585.5	0.33333	0.66667	0.66667	1	1	0.33333	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	1	0.33333	1	0.33333	1	1	0.66667	0	1	1	1	1	1	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12213	741.33	758.33	635	683	654.67	812.5	709.33	637	643.33	589.5	754.33	653.67	667.67	840	737	582	658	628.5	922	646	720.67	752.67	643	581	605.5	739.5	735	688.5	679.33	691	819	648	732	782	739	622.5	650	741	706	730.67	1	1	0.66667	1	1	0.66667	1	0.66667	1	0.66667	1	1	1	1	1	0.66667	1	0.66667	0.33333	0.66667	1	1	1	0.33333	0.66667	0.66667	0.66667	0.66667	1	1	0.66667	1	1	1	0.66667	0.66667	1	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12214	613.5	560	705	653	626	632.5	744.5	676	550.67	675.5	655	498	611	537.33	601	634.5	643	636	612.33	596	583	625.5	513	505.67	518	586.67	661	625.67	619.67	573.5	648.5	513	733.5	610.67	646	698	689	665.5	695.67	679.67	0.66667	1	0.33333	1	1	0.66667	0.66667	1	1	0.66667	1	0.66667	1	1	0.66667	0.66667	1	0.66667	1	1	1	0.66667	0.75	1	0.33333	1	0.66667	1	1	0.66667	0.66667	0.33333	0.66667	1	0.66667	0.33333	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12215	582	587.33	613	578.33	651.5	597.5	626	547	604.67	507	616.67	538.67	577.67	615.67	600	628	600.33	652.5	565.33	566.33	718	621.33	628.25	652	565.5	615.33	672	616.5	636.67	615.67	685.33	618.33	609.33	569.33	523.5	570	565	612.5	600.33	556.33	1	1	0.66667	1	0.66667	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	1	1	0.66667	1	1	0.33333	1	1	1	0.66667	1	1	0.66667	1	1	1	1	1	1	0.66667	0.66667	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12216	593.5	553	494	497.33	481	593.33	572	566.67	530.5	570.5	544.33	437	478.67	544	522.33	535	569	518.67	462	426.33	533	495.33	555	497	613	596	522	741.5	514.5	669	612.67	573.33	528	662.5	535.67	567	538.33	491	546.33	515.67	0.66667	1	0.66667	1	1	1	1	1	0.66667	0.66667	1	1	1	0.33333	1	1	1	1	1	1	0.66667	1	1	1	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12217	NaN	NaN	NaN	NaN	612	NaN	NaN	497	NaN	532	677	NaN	NaN	479	NaN	NaN	NaN	NaN	NaN	NaN	602	NaN	NaN	NaN	554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	636	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0.33333	0	0	0.33333	0	0.66667	0.33333	0	0	0.33333	0	0	0	0	0	0	0.33333	0	0	0	0.66667	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12220	453.33	514	385.5	416	440.67	530	459	478.5	431.33	423	430.67	406	446.67	516.5	462	515.67	416	444	421	467	446	447.67	438	473	449.5	439.33	467.5	422	458.33	441.5	463	463	415.5	433	453.67	438.67	499.33	502	369	480.33	1	1	0.66667	1	1	0.66667	0.66667	0.66667	1	0.33333	1	0.66667	1	0.66667	0.66667	1	1	1	1	1	1	1	1	1	0.66667	1	0.66667	1	1	0.66667	1	0.66667	0.66667	1	1	1	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12221	570.33	508	495	493.33	566.33	613.33	811	575.33	479.33	506.5	666	578.67	660	630.5	535.67	604.67	672.33	593.67	643.67	554.33	NaN	604	544.75	609.67	667	556	489	638.67	509	640.5	702	657.33	733	NaN	600	755.67	632.67	699	572.33	652.33	1	0.66667	0.66667	1	1	1	0.33333	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	1	0	1	1	1	0.33333	1	0.66667	1	1	0.66667	1	1	0.66667	0	1	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12223	672.5	597.5	763.5	653	689	839	768	736	687	815.5	812	733.67	685	844	620.5	768.67	747.5	654.5	881	747	845.5	818.33	770.5	518	NaN	608.33	771	669.33	523.5	768.5	737	843	684.67	675	858.5	827.5	787	739.67	788	863	0.66667	0.66667	0.66667	0.66667	1	1	0.66667	1	0.66667	0.66667	1	1	1	0.66667	0.66667	1	0.66667	0.66667	0.33333	0.66667	0.66667	1	0.5	0.33333	0	1	0.33333	1	0.66667	0.66667	0.33333	0.66667	1	0.66667	0.66667	0.66667	0.33333	1	0.66667	0.33333	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12224	503.67	522	419	589	649.5	534.33	520.5	620.33	517	551	630.67	500	466.33	679.5	619.33	682	470	530.67	660.33	548.33	652.5	459	566.67	494.5	592	559	714	628	728.5	501.5	690	646.5	522.33	618.67	614	674.5	500.5	530.67	659	560	1	0.33333	0.33333	1	0.66667	1	0.66667	1	0.66667	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	1	0.66667	0.66667	0.75	0.66667	0.66667	0.66667	0.33333	1	0.66667	0.66667	1	0.66667	1	1	0.66667	0.66667	0.66667	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12225	541	429	642	564.67	445	493.33	498.33	446.5	445	551.5	522.33	566	445.67	667	480.5	625	519	591	468	482	574	525.33	489.5	476.5	426	484.67	593.33	666.5	529.67	546.67	517.33	575	501	554.33	434.67	593.67	591.67	543	481.5	536	1	0.33333	0.33333	1	1	1	1	0.66667	0.66667	0.66667	1	1	1	0.66667	0.66667	0.66667	0.66667	0.33333	1	1	1	1	1	0.66667	0.33333	1	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	0.66667	0.33333	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12230	521	536.33	528	529.33	543	496	519	578.67	499.33	496.5	605	648.33	574.33	535	625.67	553.33	546.67	581.67	530.33	585.5	476	564	617.25	552	582	550	566.67	447.5	448	596.33	573	663.33	587.67	571	575	618.33	632.33	643	561.33	636	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	1	1	1	1	0.33333	0.66667	1	0.66667	0.66667	1	1	1	1	1	0.33333	1	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12232	545.5	481.67	333	488.67	425.33	554.33	522	434	489	531.5	487.33	566.67	492.67	500	524.33	482	481.67	553	559	580.67	640	528.5	480.5	502	553	476.67	551	500.33	481.33	487	536.67	521	524	522.33	505.5	567.33	539.33	499.5	484	541	0.66667	1	0.33333	1	1	1	1	0.66667	1	0.66667	1	1	1	1	1	0.66667	1	1	0.66667	1	0.33333	0.66667	1	1	0.66667	1	1	1	1	0.66667	1	0.66667	1	1	0.66667	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12234	598.33	610	558	629.67	604.33	640.67	688	530.33	524.67	625	628	642.33	538.33	696	769.5	536	634.33	670.33	646.33	592.67	588	588	637.75	547.33	583.5	645	690.5	610	591.33	694	817	686	625.33	607	715	707.5	647.67	632.33	628	670.67	1	1	0.66667	1	1	1	1	1	1	0.33333	0.33333	1	1	0.66667	0.66667	0.66667	1	1	1	1	1	1	1	1	0.66667	1	0.66667	1	1	1	0.33333	0.33333	1	0.33333	0.33333	0.66667	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12236	528	608.5	589.5	517	488	550.5	644.67	541	513	638.5	655.67	578	420.33	562	582.67	528	493	655	618.67	552.67	619	434.5	611	476.5	460.5	565.5	608.33	468	539	557	613	582.67	647.5	526.67	595.5	775	601.67	678.33	508.33	550.67	0.66667	0.66667	0.66667	1	1	0.66667	1	1	0.66667	0.66667	1	1	1	1	1	0.33333	1	1	1	1	0.33333	0.66667	1	0.66667	0.66667	0.66667	1	0.66667	1	0.66667	0.66667	1	0.66667	1	0.66667	0.33333	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12237	571.5	458	526	508	518.67	534.33	478.33	480.33	452.67	544	499	582.67	570.33	526	614.33	555	559	534	541.67	486	554.33	516	485.75	473	583	489.67	610.5	491.67	523.67	568	661.5	546.67	548.33	582.33	533.67	620.5	590.33	545	515.67	580.33	0.66667	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	0.66667	1	0.66667	1	1	0.66667	0.66667	1	1	1	1	0.66667	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	404	NaN	637	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	273	NaN	332	NaN	607	NaN	619	697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0.33333	0	0.33333	0	0	0	0	0	0	0	0	0	0	0	0	0.33333	0	0.33333	0	0.33333	0	0.33333	0.33333	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12240	521	544.67	419.5	468.67	546.33	545.33	549.33	459.33	518	441	547	544	557.67	690.33	662	620	519.67	508.67	605.33	503.33	602.33	448	537	545.67	494.5	552	457	445.67	522	457.67	735.5	520	502	582.5	522	635	625.33	571.67	566.33	592	1	1	0.66667	1	1	1	1	1	1	0.66667	0.66667	1	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	0.66667	1	0.66667	0.66667	1	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12241	552.33	455.67	578	555.33	503	576.5	566	471.67	505.67	375.5	597.33	555.33	504.67	580.33	601.67	576.33	489	483.33	590.33	532.67	438	480.5	518.75	534.5	502	604	610.5	505.33	525.5	495	682	539.33	589.67	571	534.33	422.5	525.33	572	517.67	574	1	1	0.66667	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	0.66667	0.33333	0.66667	1	1	1	1	0.66667	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	541	533.5	553	472	NaN	505	NaN	NaN	NaN	NaN	576	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33333	0.66667	1	0.33333	0	0.33333	0	0	0	0	0.66667	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12243	398	413.33	379.5	434.67	449.67	393	467	443.33	406.33	422	422.33	410	425	474	414	391	460.67	466.5	433.67	434.33	429.67	398.67	382	399	447	398.33	463.67	453	442	510	499	482.67	416.33	561	396	440.67	474.67	379.67	450	407.67	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	1	0.66667	1	1	1	1	0.75	1	0.66667	1	1	1	1	0.33333	0.66667	1	1	0.66667	0.33333	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12244	490.33	457	394.5	518	441.67	403.5	439	549.67	370	418	471	461.5	475	510	519	517.5	529	529.67	513.67	565.33	483	488.67	580.75	444.33	630.5	472	494	492.33	461.33	417.5	413	586.5	562.5	612.33	530.5	437	486.67	584	563	556.67	1	1	0.66667	1	1	0.66667	1	1	1	0.66667	0.66667	0.66667	1	0.33333	1	0.66667	1	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	0.66667	0.33333	0.66667	0.66667	1	0.66667	0.33333	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12247	501.33	549	505	491.67	439	451	424.67	506.67	453.67	389.5	547	531	476.67	511.67	481	474.5	501.67	505.33	381.5	503.67	469.67	426	573.67	458.33	396.5	444.33	493	441	435	463.33	455.5	419	478	412	528	505.67	563	490	493	442.33	1	1	0.66667	1	1	1	1	1	1	0.66667	0.66667	0.66667	1	1	1	0.66667	1	1	0.66667	1	1	1	0.75	1	0.66667	1	1	1	1	1	0.66667	0.33333	1	0.33333	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12249	623	629.67	697	717	647.33	675.67	610.5	549.33	534.5	550	625.5	597.5	556	666.5	610.33	617	517	664	671.67	666.67	594.33	685.5	642	565	643	696.5	NaN	724.67	542.5	691	NaN	679.33	546	656	651	655	641.67	677.33	556	564.33	0.66667	1	0.66667	1	1	1	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	0.66667	1	0.66667	1	0.66667	1	1	1	0.66667	0.75	1	0.33333	0.66667	0	1	0.66667	0.66667	0	1	0.33333	0.33333	0.66667	0.66667	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12250	627	581.67	625.5	520.67	441.5	518	480.67	588.67	469	639	603.67	446.5	454.67	509	798	678	473.33	546.33	508	576.67	565.5	494.67	607.75	487.67	610	534.67	696.5	790	623	687.33	621.67	536.67	529.33	546	599.33	635	518.5	553.67	642	575	0.66667	1	0.66667	1	0.66667	1	1	1	1	0.66667	1	0.66667	1	0.66667	0.33333	0.66667	1	1	0.66667	1	0.66667	1	1	1	0.66667	1	0.66667	0.66667	1	1	1	1	1	0.33333	1	0.33333	0.66667	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12251	503	597.67	577	614.33	573	578	600.5	602.33	519	583.5	411	477	441.33	417	637.33	542	474.33	648	450	588	675.5	470.5	658.5	481	558.5	647.33	766.5	622	572	576.5	640	557	525.5	668.33	617.5	704.5	444.5	468	718	698	1	1	0.66667	1	1	1	0.66667	1	1	0.66667	1	0.66667	1	0.33333	1	0.66667	1	1	0.66667	0.66667	0.66667	0.66667	1	0.33333	0.66667	1	0.66667	0.66667	0.33333	0.66667	0.66667	1	0.66667	1	0.66667	0.66667	0.66667	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12257	479.33	500.33	538	498	464.33	489.67	482.67	487.67	530	487	482.33	511.33	468.33	501	480.33	525.33	509	504.33	506.33	471	548.5	473	537.5	522.67	514.5	498	531.5	502	474	503.67	474	493.33	505	504.33	475.5	576.33	527.33	471.67	490	486.67	1	1	0.33333	0.66667	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	1	0.66667	0.66667	1	1	0.66667	0.66667	0.66667	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12258	396.33	481.67	439	338.33	379	414.67	433	403.33	494.5	397.5	503.33	454	441.67	544.33	535	491	526	509.33	439	449.67	445.33	421.67	504.75	442	445.5	457	479.33	441.33	378.5	515	NaN	492.67	516.33	496	511.5	581	508.33	525.33	485.67	513	1	1	0.66667	1	1	1	1	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	0.66667	1	1	1	0.66667	0.66667	0	1	1	0.33333	0.66667	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12260	509	543	491	533.33	619.67	710.33	752.67	718.67	606.67	436	769	691.33	554	722	516.67	532.33	545.67	558.67	546.33	600.33	541.33	651.33	562.25	664.33	635.5	689.67	677.5	666.33	736.5	757	665	685.33	625	NaN	602	789.5	640	570.33	584	546.33	1	1	0.66667	1	1	1	1	1	1	0.33333	1	1	1	0.33333	1	1	1	1	1	1	1	1	1	1	0.66667	1	0.66667	1	0.66667	1	0.66667	1	1	0	0.66667	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12263	509	521.33	604.5	531.33	466.5	485.33	507.33	477	482.67	537.5	585	584.33	569	475.33	517.5	553.33	495	493	497	497	481.33	464	521.75	446.67	475.5	519	581.67	467	520.67	410	569	537	508.67	441.5	551.67	605	506.33	473.67	535.33	511.67	1	1	0.66667	1	0.66667	1	1	0.33333	1	0.66667	0.66667	1	1	1	0.66667	1	0.66667	1	1	0.66667	1	1	1	1	0.66667	1	1	1	1	1	1	0.66667	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12264	708	635.5	577	547	560	525	496	589	556.67	659	601.67	601.33	511.67	563	605	508	530	686	614.67	670	543.33	555	544	668	587.5	543.67	629.67	601	492	515	620.5	603.67	563.33	561	555.33	644	584.33	699.5	559.67	493.33	1	0.66667	0.66667	0.66667	1	0.33333	0.66667	1	1	0.66667	1	1	1	0.66667	0.66667	0.33333	1	1	1	1	1	1	0.75	0.66667	0.66667	1	1	0.66667	0.66667	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12265	537.5	468	480	481.67	573	515	451	507.33	451.67	418.5	525.33	482	599.33	528	622.67	469	386	495.67	575.33	572	424	530	536.5	438.5	504	497	518	540	447.5	508	522.33	530.67	445.5	451	515.33	450	482	498	788.5	513	0.66667	0.33333	0.66667	1	0.66667	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	0.33333	1	1	0.33333	0.66667	0.66667	0.5	0.66667	0.66667	1	0.66667	1	0.66667	0.66667	1	1	0.66667	0.33333	1	0.66667	0.33333	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12269	493.33	522.33	446.5	500.33	561.67	528	483.67	510.33	449	451	631	574.67	512.67	568	567.67	596	615	532	542.33	524	485.67	513.67	500.5	534.5	523	513.67	550.33	457.33	502.5	545	613.5	527.67	477.5	564	538.33	601	587.67	565.5	545	523	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	0.66667	0.66667	1	1	1	0.66667	0.66667	0.66667	1	0.66667	0.66667	1	0.66667	1	0.66667	1	0.33333	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12271	658.5	595.33	766.5	666.5	596.33	488	703	687	649	753.5	779.5	605.33	723.33	782.5	757.67	713	674.67	733.5	600	641	674.5	624	642.67	599	628	791.67	692.33	621.5	744.33	NaN	806	757.5	754	709.5	738	698.33	762.5	718.5	715.33	645	0.66667	1	0.66667	0.66667	1	0.33333	1	0.66667	1	0.66667	0.66667	1	1	0.66667	1	0.33333	1	0.66667	1	1	0.66667	0.66667	0.75	0.66667	0.66667	1	1	0.66667	1	0	0.66667	0.66667	1	0.66667	0.66667	1	0.66667	0.66667	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12272	658	702.33	672	624.67	584.67	511	573.5	735.5	580	757.5	584.33	678	594.67	690	668.67	599.5	549.67	704	617	568	534	636.67	660.67	588	666	647.33	747	723.33	687	620.5	672	648.33	599	627.5	615	631	657	623	658.33	567.5	1	1	0.66667	1	1	0.33333	0.66667	0.66667	0.33333	0.66667	1	1	1	0.66667	1	0.66667	1	1	0.66667	1	0.66667	1	0.75	0.33333	0.33333	1	0.33333	1	1	0.66667	0.66667	1	0.66667	0.66667	1	0.33333	0.66667	0.33333	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12273	424.33	402.67	345	381.67	416.33	426.33	411	431.33	435	392	475	512	461	481	464.33	467.67	416	514.33	494.33	444	413.67	393	448.75	449.33	406	468.33	423	413.33	373.33	380.33	495.5	531.33	419.33	469	496.5	529.33	459.67	475	522	479.33	1	1	0.66667	1	1	1	0.66667	1	1	0.66667	0.66667	1	1	1	1	1	1	1	1	1	1	1	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	0.66667	1	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
